UNHAPPY,AGE,HEALTH,RINCOM91,EDUC,SEX,BLACK,OTHER_RACE,TRAUMA1,WIDOWED,DIVORCED,SEPARATED,NEVER_MARRIED
0,32,4,14,15,1,1,0,0,0,0,0,0
0,32,3,0,18,0,0,1,0,0,0,0,0
0,32,3,18,18,0,0,0,0,0,0,0,0
0,32,3,0,9,0,0,0,0,0,0,0,0
0,32,0,0,12,1,0,0,0,0,0,0,0
0,32,3,3,12,0,0,0,0,0,0,0,0
0,32,0,13,12,1,0,0,0,0,0,0,0
0,32,2,13,12,0,0,0,0,0,0,0,0
0,32,0,14,12,1,0,0,0,0,0,0,0
0,32,3,17,12,0,0,0,0,0,0,0,0
1,32,0,12.33,14,1,0,0,0,0,0,0,0
0,32,4,20,18,1,0,0,0,0,0,0,0
0,32,3,2,9,0,0,0,1,0,0,0,0
0,32,0,1,12,0,1,0,1,0,0,0,0
0,32,0,20,16,0,0,0,1,0,0,0,0
0,32,2,0,9,0,0,1,1,0,0,0,0
0,32,3,10,12,1,0,1,1,0,0,0,0
1,32,2,13,13,1,0,1,0,0,1,0,0
1,32,0,9,17,0,0,0,1,0,1,0,0
0,32,3,12.33,14,0,0,0,1,0,0,1,0
0,32,3,6,11,1,1,0,0,0,0,0,1
0,32,4,8,16,1,0,0,0,0,0,0,1
0,32,3,11,20,0,0,1,0,0,0,0,1
0,32,3,21,16,1,0,0,0,0,0,0,1
0,32,3,12,18,0,0,0,0,0,0,0,1
0,32,0,0,12,0,0,0,1,0,0,0,1
0,32,0,11,16,1,0,1,1,0,0,0,1
0,31,2,0,12,0,0,0,0,0,0,0,0
0,31,4,3,12,0,0,0,0,0,0,0,0
0,31,3,14,12,1,0,0,0,0,0,0,0
0,31,3,16,12,0,0,0,0,0,0,0,0
0,31,3,13,14,1,0,0,0,0,0,0,0
0,31,4,0,16,0,0,0,0,0,0,0,0
0,31,0,6,12,0,0,0,0,0,0,0,0
0,31,0,14,12,1,1,0,0,0,0,0,0
0,31,3,13,13,1,0,0,0,0,0,0,0
0,31,0,12,14,0,0,0,0,0,0,0,0
0,31,0,0,16,0,0,1,0,0,0,0,0
0,31,0,0,16,0,0,1,0,0,0,0,0
1,31,4,11,16,0,0,0,0,0,0,0,0
0,31,3,13,16,1,0,0,0,0,0,0,0
0,31,2,14,16,1,0,0,0,0,0,0,0
0,31,0,15,16,0,0,0,0,0,0,0,0
0,31,4,0,17,0,0,0,0,0,0,0,0
0,31,4,19,19,0,1,0,0,0,0,0,0
0,31,3,18,20,1,0,1,0,0,0,0,0
0,31,0,16,15,1,0,0,1,0,0,0,0
0,31,0,11,14,0,0,0,1,0,0,0,0
0,31,2,14,12,1,1,0,0,0,1,0,0
0,31,4,9,13,0,0,0,0,0,1,0,0
0,31,4,20,18,1,0,0,0,0,1,0,0
0,31,0,12,12,0,0,0,0,0,1,0,0
0,31,3,16,12,0,0,0,0,0,1,0,0
0,31,3,21,20,1,0,0,0,0,1,0,0
0,31,3,0,12,0,0,0,1,0,1,0,0
0,31,3,9,12,1,0,0,1,0,1,0,0
1,31,1,0,12,0,0,0,0,0,0,0,1
1,31,2,9,12,1,0,0,0,0,0,0,1
0,31,3,17,16,1,0,0,0,0,0,0,1
0,31,0,6,12,0,0,1,0,0,0,0,1
0,31,0,14,12,0,0,0,0,0,0,0,1
0,31,3,18,14,1,0,0,0,0,0,0,1
0,31,0,15,16,0,1,0,0,0,0,0,1
0,30,3,10,12,0,0,0,0,0,0,0,0
0,30,4,0,14,0,0,0,0,0,0,0,0
0,30,4,0,14,0,0,0,0,0,0,0,0
0,30,3,12,14,0,0,0,0,0,0,0,0
0,30,3,12,16,1,0,0,0,0,0,0,0
0,30,0,8,11,0,0,0,0,0,0,0,0
0,30,3,0,12,1,0,0,0,0,0,0,0
0,30,0,12,12,0,0,0,0,0,0,0,0
0,30,3,12,12,0,0,0,0,0,0,0,0
1,30,3,16,12,0,0,0,0,0,0,0,0
0,30,3,9,14,0,0,0,0,0,0,0,0
0,30,0,12,14,0,1,0,0,0,0,0,0
0,30,0,14,14,0,0,0,0,0,0,0,0
0,30,4,11,16,0,0,0,0,0,0,0,0
0,30,4,18,16,1,0,0,0,0,0,0,0
0,30,4,15,17,1,0,0,0,0,0,0,0
0,30,0,0,18,0,0,0,0,0,0,0,0
0,30,0,3,12,0,0,0,1,0,0,0,0
0,30,3,10,12,1,0,0,1,0,0,0,0
0,30,3,18,16,0,0,0,1,0,0,0,0
0,30,3,0,12,0,1,0,0,0,1,0,0
0,30,0,0,10,0,1,0,0,0,1,0,0
0,30,0,11,11,1,0,0,0,0,1,0,0
0,30,3,14,12,0,0,0,0,0,1,0,0
0,30,0,12,14,0,0,0,0,0,1,0,0
0,30,0,0,12,0,0,0,1,0,1,0,0
0,30,4,3,12,0,0,0,0,0,0,1,0
0,30,3,10,11,1,0,0,0,0,0,0,1
0,30,3,9,12,1,0,0,0,0,0,0,1
1,30,4,11,14,0,0,0,0,0,0,0,1
0,30,3,16,14,0,1,0,0,0,0,0,1
0,30,3,16,14,0,1,0,0,0,0,0,1
0,30,3,20,20,1,0,0,0,0,0,0,1
0,30,3,0,10,0,0,0,0,0,0,0,1
0,30,0,17,14,1,0,0,0,0,0,0,1
0,30,2,5,11,1,1,0,1,0,0,0,1
0,30,0,5,14,1,0,0,1,0,0,0,1
1,30,3,0,16,1,0,0,1,0,0,0,1
0,30,4,12.33,16,0,0,1,1,0,0,0,1
0,29,3,14,9,1,0,0,0,0,0,0,0
0,29,3,21,12,1,0,0,0,0,0,0,0
0,29,4,0,16,0,0,0,0,0,0,0,0
1,29,3,17,18,1,1,0,0,0,0,0,0
0,29,4,18,18,0,0,0,0,0,0,0,0
0,29,4,13,12,0,0,0,0,0,0,0,0
0,29,3,14,12,0,0,0,0,0,0,0,0
0,29,0,0,13,0,0,0,0,0,0,0,0
0,29,4,8,13,1,0,0,0,0,0,0,0
0,29,0,12,14,0,1,0,0,0,0,0,0
0,29,2,0,16,1,0,0,0,0,0,0,0
0,29,4,12,16,0,0,0,0,0,0,0,0
0,29,0,15,16,1,0,0,0,0,0,0,0
1,29,3,0,10,0,0,0,1,0,0,0,0
0,29,0,9,12,1,0,0,1,0,0,0,0
0,29,0,9,12,0,0,0,1,0,0,0,0
0,29,0,4,13,0,0,0,1,0,0,0,0
0,29,3,12,12,0,0,0,0,0,1,0,0
1,29,0,10,11,0,1,0,0,0,1,0,0
0,29,0,0,12,0,1,0,0,0,0,1,0
0,29,3,15,16,1,0,0,0,0,0,1,0
0,29,2,12,12,0,0,0,0,0,0,0,1
1,29,3,14,12,0,0,0,0,0,0,0,1
0,29,4,12.33,14,1,0,0,0,0,0,0,1
0,29,4,0,15,0,1,0,0,0,0,0,1
0,29,4,15,16,0,0,0,0,0,0,0,1
0,29,3,8,12,1,0,0,0,0,0,0,1
0,29,0,16,16,1,0,0,0,0,0,0,1
0,29,4,19,16,1,0,0,0,0,0,0,1
0,29,0,16,18,0,0,0,0,0,0,0,1
0,29,4,0,11,0,1,0,1,0,0,0,1
0,29,0,8,13,1,1,0,1,0,0,0,1
0,29,3,18,14,1,0,0,1,0,0,0,1
0,28,3,0,11,0,0,0,0,0,0,0,0
0,28,4,0,12,1,0,0,0,0,0,0,0
0,28,1,0,12,0,1,0,0,0,0,0,0
0,28,3,8,12,1,0,0,0,0,0,0,0
0,28,3,0,13,0,0,0,0,0,0,0,0
0,28,3,11,14,0,0,0,0,0,0,0,0
0,28,1,6,15,0,0,0,0,0,0,0,0
0,28,3,10,16,0,0,0,0,0,0,0,0
0,28,3,18,17,1,0,0,0,0,0,0,0
0,28,4,17,18,1,0,0,0,0,0,0,0
0,28,0,6,13,0,0,0,0,0,0,0,0
1,28,2,9,13,0,0,0,0,0,0,0,0
0,28,0,3,16,0,0,0,0,0,0,0,0
0,28,0,5,16,0,0,0,0,0,0,0,0
1,28,3,15,16,1,0,0,0,0,0,0,0
0,28,4,16,16,1,0,0,0,0,0,0,0
0,28,4,16,16,1,1,0,0,0,0,0,0
0,28,0,16,18,1,0,0,0,0,0,0,0
0,28,0,0,8,0,0,0,1,0,0,0,0
0,28,0,0,10,0,0,0,1,0,0,0,0
1,28,4,12,11,1,0,0,1,0,0,0,0
0,28,0,11,13,0,0,0,1,0,0,0,0
0,28,0,1,18,1,0,0,1,0,0,0,0
1,28,0,3,9,1,0,1,1,0,0,0,0
0,28,3,5,10,0,0,0,0,0,1,0,0
0,28,3,9,10,1,0,0,0,0,1,0,0
1,28,2,0,12,0,0,0,0,0,1,0,0
0,28,3,14,12,1,0,0,0,0,1,0,0
0,28,4,14,16,1,0,0,0,0,1,0,0
0,28,0,6,12,0,0,0,0,0,1,0,0
0,28,0,12,12,1,0,0,0,0,1,0,0
0,28,4,13,12,0,0,0,0,0,0,1,0
0,28,4,15,17,1,1,0,0,0,0,1,0
0,28,3,14,12,1,0,0,0,0,0,0,1
0,28,4,18,12,1,0,0,0,0,0,0,1
1,28,3,15,13,0,1,0,0,0,0,0,1
0,28,3,15,17,1,0,0,0,0,0,0,1
0,28,3,5,19,0,0,0,0,0,0,0,1
0,28,3,0,13,0,0,0,0,0,0,0,1
0,28,0,16,13,1,0,0,0,0,0,0,1
0,28,0,16,13,1,0,0,0,0,0,0,1
0,28,0,15,16,0,0,0,0,0,0,0,1
0,28,3,15,17,0,0,0,0,0,0,0,1
0,28,0,1,13.05,1,0,0,0,0,0,0,1
0,28,0,11,16,1,0,0,1,0,0,0,1
0,28,3,0,18,1,0,0,1,0,0,0,1
0,27,4,11,14,0,0,0,0,0,0,0,0
0,27,4,15,15,1,0,0,0,0,0,0,0
1,27,3,11,16,0,0,0,0,0,0,0,0
0,27,4,12,16,1,0,1,0,0,0,0,0
0,27,3,15,16,1,0,0,0,0,0,0,0
0,27,3,0,10,0,0,0,0,0,0,0,0
0,27,0,0,12,0,0,0,0,0,0,0,0
0,27,3,14,13,1,0,0,0,0,0,0,0
0,27,4,17,16,0,0,0,0,0,0,0,0
0,27,4,19,16,0,0,0,0,0,0,0,0
0,27,0,13,9,1,0,0,1,0,0,0,0
0,27,4,4,15,0,1,0,1,0,0,0,0
0,27,4,8,13,1,0,0,1,0,1,0,0
0,27,3,0,9,0,0,0,0,0,1,0,0
0,27,3,0,9,0,1,0,0,0,0,0,1
0,27,4,4,11,0,0,0,0,0,0,0,1
0,27,2,16,14,0,0,0,0,0,0,0,1
0,27,4,11,20,1,0,0,0,0,0,0,1
0,27,1,0,14,0,1,0,0,0,0,0,1
0,27,3,15,16,0,0,0,0,0,0,0,1
0,27,3,16,17,1,0,0,0,0,0,0,1
0,27,3,17,13,1,0,0,1,0,0,0,1
0,27,0,2,14,0,0,0,1,0,0,0,1
0,26,4,11,12,1,0,0,0,0,0,0,0
0,26,4,12,12,1,1,0,0,0,0,0,0
0,26,4,12,12,1,0,0,0,0,0,0,0
0,26,3,9,13,0,0,0,0,0,0,0,0
1,26,3,10,13,1,0,0,0,0,0,0,0
0,26,3,15,13,1,0,0,0,0,0,0,0
0,26,4,10,17,0,0,0,0,0,0,0,0
0,26,0,0,12,0,0,0,0,0,0,0,0
0,26,0,11,12,1,0,0,0,0,0,0,0
0,26,3,14,12,1,0,0,0,0,0,0,0
1,26,0,15,12,0,0,1,0,0,0,0,0
0,26,0,14,13,1,0,0,0,0,0,0,0
0,26,0,1,12,0,0,0,1,0,0,0,0
1,26,0,0,15,0,0,0,1,0,0,0,0
1,26,0,0,9,0,0,0,1,0,0,0,0
0,26,4,10,11,0,1,0,0,0,0,1,0
0,26,2,19,10,1,0,1,0,0,0,0,1
0,26,4,11,12,0,1,0,0,0,0,0,1
1,26,3,13,12,1,0,0,0,0,0,0,1
0,26,3,4,17,1,0,0,0,0,0,0,1
0,26,0,11,11,0,0,0,0,0,0,0,1
0,26,0,13,14,1,0,0,0,0,0,0,1
0,26,0,13,14,1,0,0,0,0,0,0,1
0,26,3,0,18,1,0,0,0,0,0,0,1
0,26,4,10,19,0,0,0,0,0,0,0,1
0,26,0,11,15,1,0,1,1,0,0,0,1
0,26,0,1,16,1,0,0,1,0,0,0,1
0,25,4,9,12,0,0,0,0,0,0,0,0
0,25,0,14,11,0,0,0,0,0,0,0,0
0,25,2,11,12,0,0,1,0,0,0,0,0
0,25,3,10,15,1,0,0,0,0,0,0,0
1,25,4,12,16,0,0,0,0,0,0,0,0
0,25,4,14,16,1,0,0,0,0,0,0,0
0,25,0,17,16,1,0,0,0,0,0,0,0
0,25,2,0,9,0,0,0,1,0,0,0,0
0,25,2,11,12,1,0,0,1,0,0,0,0
0,25,3,12,12,1,0,0,1,0,0,0,0
0,25,0,9,13,1,0,0,1,0,0,0,0
0,25,3,9,13,0,0,0,1,0,0,0,0
0,25,0,11,14,1,0,0,1,0,0,0,0
0,25,3,13,17,1,0,0,1,0,0,0,0
0,25,4,5,12,0,1,0,0,0,1,0,0
0,25,2,10,15,0,0,0,0,0,1,0,0
0,25,4,13,17,0,0,0,0,0,1,0,0
0,25,2,0,12,1,1,0,0,0,0,0,1
0,25,3,13,12,1,1,0,0,0,0,0,1
0,25,3,13,12,0,0,1,0,0,0,0,1
0,25,3,14,13,0,0,0,0,0,0,0,1
0,25,4,8,16,1,0,0,0,0,0,0,1
0,25,3,12,16,0,0,0,0,0,0,0,1
0,25,3,16,16,0,0,0,0,0,0,0,1
0,25,4,14,12,1,0,0,0,0,0,0,1
0,25,0,14,13,0,0,0,0,0,0,0,1
0,25,3,14,13,0,1,0,0,0,0,0,1
0,25,3,11,14,1,1,0,0,0,0,0,1
0,25,0,12,14,0,0,0,0,0,0,0,1
0,25,0,2,16,0,0,0,0,0,0,0,1
0,25,0,11,16,0,0,0,0,0,0,0,1
0,25,0,10,17,1,0,0,0,0,0,0,1
0,25,0,0,18,0,0,1,0,0,0,0,1
1,25,0,0,9,0,1,0,1,0,0,0,1
0,25,0,5,15,1,0,0,1,0,0,0,1
0,24,3,10,12,0,0,0,0,0,0,0,0
0,24,3,13,13,1,0,0,0,0,0,0,0
0,24,3,0,17,0,0,0,0,0,0,0,0
0,24,0,11,11,1,0,0,0,0,0,0,0
0,24,4,2,12,1,0,0,0,0,0,0,0
0,24,2,15,12,0,1,0,0,0,0,0,0
0,24,3,8,14,0,0,0,0,0,0,0,0
0,24,0,11,15,1,0,0,0,0,0,0,0
0,24,0,0,12,0,0,0,1,0,0,0,0
1,24,3,0,9,1,0,0,0,0,0,0,1
0,24,1,11,9,1,0,0,0,0,0,0,1
0,24,4,3,13,1,0,0,0,0,0,0,1
0,24,4,7,14,1,0,0,0,0,0,0,1
0,24,4,14,15,1,0,0,0,0,0,0,1
0,24,3,0,16,0,0,1,0,0,0,0,1
0,24,3,13,16,0,0,0,0,0,0,0,1
0,24,0,3,11,0,1,0,0,0,0,0,1
0,24,0,0,12,0,0,0,0,0,0,0,1
0,24,0,2,12,0,1,0,0,0,0,0,1
0,24,0,11,12,1,0,0,0,0,0,0,1
0,24,3,6,14,0,0,0,0,0,0,0,1
0,24,0,16,14,0,1,0,0,0,0,0,1
0,24,4,15,15,1,1,0,0,0,0,0,1
0,24,0,11,16,1,0,0,0,0,0,0,1
0,24,0,12.33,16,1,0,0,0,0,0,0,1
0,24,3,10,16,1,0,0,1,0,0,0,1
1,23,2,1,10,0,0,0,0,0,0,0,0
0,23,3,12.33,11,0,0,0,0,0,0,0,0
1,23,3,10,12,1,0,0,0,0,0,0,0
0,23,4,14,12,1,0,1,0,0,0,0,0
0,23,4,13,14,1,1,0,0,0,0,0,0
0,23,4,6,12,0,0,0,0,0,0,0,0
0,23,0,11,14,1,0,0,0,0,0,0,0
0,23,0,0,14,0,0,0,1,0,0,0,0
0,23,4,2,13,0,0,1,0,0,0,0,1
0,23,4,8,15,1,0,0,0,0,0,0,1
0,23,3,4,16,0,0,0,0,0,0,0,1
0,23,3,4,16,0,0,0,0,0,0,0,1
0,23,3,4,16,0,0,0,0,0,0,0,1
0,23,4,6,16,0,0,0,0,0,0,0,1
0,23,4,8,16,1,0,0,0,0,0,0,1
0,23,4,10,16,0,0,1,0,0,0,0,1
0,23,4,15,16,0,0,0,0,0,0,0,1
0,23,0,5,13,0,0,0,0,0,0,0,1
0,23,0,0,15,1,0,0,0,0,0,0,1
0,23,3,0,15,0,0,0,0,0,0,0,1
0,23,4,3,15,0,0,0,0,0,0,0,1
0,23,0,5,15,1,0,0,0,0,0,0,1
0,23,0,0,16,0,0,0,0,0,0,0,1
0,23,0,5,16,0,1,0,0,0,0,0,1
0,23,3,5,16,0,0,0,0,0,0,0,1
0,23,0,9,16,0,0,0,0,0,0,0,1
0,23,3,0,15,0,0,0,1,0,0,0,1
0,23,0,0,12,1,1,0,1,0,0,0,1
0,22,0,8,12,0,0,0,0,0,0,0,0
1,22,0,0,8,0,0,0,1,0,0,0,0
0,22,4,0,11,0,0,0,0,0,1,0,0
0,22,0,0,12,0,0,0,1,0,1,0,0
0,22,2,9,12,1,0,0,0,0,0,0,1
0,22,4,11,12,0,1,0,0,0,0,0,1
0,22,4,2,15,1,0,0,0,0,0,0,1
0,22,3,5,15,0,0,0,0,0,0,0,1
0,22,3,1,12,0,0,0,0,0,0,0,1
0,22,3,0,15,0,0,1,0,0,0,0,1
0,22,4,3,15,1,0,0,0,0,0,0,1
0,22,4,0,16,0,0,0,0,0,0,0,1
0,22,0,2,16,0,0,0,0,0,0,0,1
0,22,3,11,16,0,0,0,0,0,0,0,1
0,22,0,4,15,0,0,0,1,0,0,0,1
0,22,0,6,15,0,1,0,1,0,0,0,1
0,21,2,4,9,0,0,0,0,0,0,0,0
0,21,2,4,13,0,0,0,0,0,0,0,0
0,21,3,6,15,0,0,0,0,0,0,0,0
0,21,0,9,12,1,0,0,0,0,0,0,0
0,21,0,2,13,0,0,0,0,0,0,0,0
0,21,4,5,14,0,0,0,0,0,0,0,0
0,21,0,2,11,0,0,0,1,0,0,0,0
0,21,3,0,12,0,0,0,1,0,0,1,0
0,21,0,7,12,0,0,0,1,0,0,1,0
0,21,3,1,11,0,0,0,0,0,0,0,1
0,21,3,2,12,1,1,0,0,0,0,0,1
0,21,3,0,13,0,0,0,0,0,0,0,1
0,21,4,10,13,0,0,0,0,0,0,0,1
0,21,4,15,13,1,0,0,0,0,0,0,1
0,21,2,6,12,1,0,0,0,0,0,0,1
0,21,0,10,12,1,0,0,0,0,0,0,1
0,21,4,0,14,0,0,0,0,0,0,0,1
0,21,4,0,11,0,0,0,1,0,0,0,1
0,21,4,0,12,1,0,0,1,0,0,0,1
0,21,3,0,12,0,1,0,1,0,0,0,1
0,21,3,0,13,1,0,0,1,0,0,0,1
0,21,1,0,14,1,0,0,1,0,0,0,1
0,21,2,0,12,0,0,1,1,0,0,0,1
0,21,0,4,12,0,0,1,1,0,0,0,1
0,20,4,0,10,0,0,0,0,0,0,0,0
0,20,4,2,12,0,0,1,0,0,0,0,0
0,20,4,0,12,1,0,0,0,0,0,0,1
0,20,4,4,12,1,0,0,0,0,0,0,1
0,20,3,7,12,0,0,0,0,0,0,0,1
0,20,4,0,13,0,0,0,0,0,0,0,1
1,20,3,0,13,1,0,0,0,0,0,0,1
0,20,3,7,15,1,0,0,0,0,0,0,1
0,20,0,2,12,0,0,0,0,0,0,0,1
0,20,3,5,12,0,0,0,0,0,0,0,1
1,20,3,5,13,1,0,0,0,0,0,0,1
0,20,3,9,13,1,0,0,0,0,0,0,1
0,20,0,0,14,1,0,1,0,0,0,0,1
0,20,0,1,14,0,0,0,0,0,0,0,1
0,20,0,0,12,0,1,0,1,0,0,0,1
0,20,0,0,12,1,0,0,1,0,0,0,1
0,20,0,2,12,0,0,0,1,0,0,0,1
0,20,3,0,13,1,1,0,1,0,0,0,1
0,20,2,6,13,1,0,0,1,0,0,0,1
0,20,0,8,12,1,1,0,1,0,0,0,1
0,19,4,0,8,0,1,0,0,0,0,0,1
0,19,4,0,11,0,0,0,0,0,0,0,1
0,19,4,0,11,1,0,0,0,0,0,0,1
0,19,3,0,11,1,0,0,0,0,0,0,1
1,19,3,0,11,0,0,0,0,0,0,0,1
0,19,3,5,13,1,0,0,0,0,0,0,1
0,19,0,0,11,1,0,0,0,0,0,0,1
0,19,4,0,11,1,1,0,0,0,0,0,1
0,19,3,0,11,1,0,0,0,0,0,0,1
0,19,3,0,11,0,0,0,0,0,0,0,1
0,19,0,1,11,0,0,0,0,0,0,0,1
0,19,4,2,11,0,0,0,0,0,0,0,1
0,19,3,2,11,1,0,0,0,0,0,0,1
0,19,3,4,12,1,0,0,0,0,0,0,1
0,19,0,0,11,0,0,0,1,0,0,0,1
0,19,0,0,11,1,0,1,1,0,0,0,1
0,19,2,0,12,1,0,0,1,0,0,0,1
1,19,0,7,12,0,0,0,1,0,0,0,1
0,18,0,0,11,0,0,0,0,0,0,0,1
0,18,0,0,11,0,0,0,0,0,0,0,1
0,18,4,0,11,1,0,0,0,0,0,0,1
0,18,3,0,11,1,0,1,1,0,0,0,1
0,18,4,4,11,0,0,0,1,0,0,0,1
