HAPPY,AGE,HEALTH,RINCOM91,EDUC,SEX,RACE,TRAUMA1,MARITAL
1,57,1,15,14,2,1,0,3
1,45,0,6,16,2,1,1,1
2,38,2,6,12,2,1,-1,3
2,57,1,11,12,2,1,-1,1
1,30,0,5,14,1,1,1,5
2,25,2,13,12,2,3,-1,5
2,26,2,0,18,1,1,0,5
2,42,0,9,17,2,1,0,5
1,35,0,15,14,1,1,0,5
2,30,0,12,12,2,1,0,1
2,37,2,16,14,2,1,-1,1
2,33,1,98,16,1,1,-1,1
2,54,0,0,16,1,1,1,1
1,40,1,15,12,2,1,0,1
2,38,0,15,13,2,1,0,1
1,68,1,18,12,1,1,1,1
2,72,2,9,12,2,1,-1,1
2,35,0,18,16,1,1,0,1
2,25,1,14,12,1,1,0,5
2,25,0,14,11,2,1,0,1
2,20,2,7,15,1,1,-1,5
2,55,1,12,12,2,1,-1,2
1,34,1,16,12,1,1,0,5
2,29,1,13,12,2,1,0,1
2,44,2,14,9,1,1,1,1
1,71,3,0,9,2,1,0,1
2,21,2,1,11,2,1,-1,5
2,34,0,15,16,2,1,0,1
2,59,3,0,12,2,1,1,2
2,60,1,0,11,1,1,0,4
2,20,0,2,12,2,1,0,5
2,43,2,12,12,1,1,-1,1
1,30,2,0,10,2,1,0,5
2,35,3,11,13,1,1,0,1
3,45,3,0,10,2,1,0,3
2,36,0,11,14,2,1,0,1
2,29,0,15,16,1,1,0,1
2,23,1,10,16,2,3,-1,5
2,21,0,7,12,2,1,2,4
1,28,0,5,16,2,1,0,1
2,51,0,0,8,2,1,1,1
3,70,0,13,12,2,1,1,1
1,39,1,3,12,2,1,0,1
2,83,3,22,12,2,1,1,2
1,31,0,6,12,2,3,0,5
2,24,0,3,11,2,2,0,5
2,29,1,0,11,2,2,1,5
2,51,0,1,14,2,1,0,1
2,53,2,16,15,2,1,1,1
2,77,2,0,16,2,1,-1,2
1,37,2,15,12,2,1,-1,3
2,77,0,12,12,2,1,2,2
2,46,2,15,12,2,1,0,1
2,27,0,13,9,1,1,1,1
2,25,3,0,9,2,1,1,1
2,39,3,17,12,1,1,1,3
2,60,1,4,12,1,1,-1,2
1,28,1,18,12,1,1,-1,5
1,69,1,0,8,1,1,-1,1
1,20,0,1,14,2,1,0,5
2,71,3,0,10,2,1,-1,2
2,58,3,16,12,1,1,0,1
2,39,2,11,12,2,1,0,3
2,51,0,17,12,1,1,0,1
3,50,0,18,16,2,1,0,1
2,32,2,10,12,1,3,2,1
2,26,0,0,12,2,1,0,1
2,48,0,13,12,2,1,0,3
2,58,0,1,8,1,1,2,3
3,85,4,0,9,2,1,1,2
2,34,2,15,12,2,1,0,5
2,33,2,18,12,1,1,-1,1
2,44,3,0,12,1,1,-1,3
2,42,1,14,12,1,1,-1,1
1,45,2,15,15,1,1,-1,4
2,32,1,13,12,2,1,-1,1
2,33,0,8,12,2,1,0,1
3,78,3,0,8,1,1,0,1
2,29,2,21,12,1,1,-1,1
2,28,2,0,13,2,1,0,5
3,23,2,10,12,1,1,-1,1
2,25,2,9,13,2,1,1,1
1,42,1,17,12,1,1,-1,1
3,24,2,0,9,1,1,-1,5
2,36,3,10,11,2,1,2,4
2,28,2,8,12,1,1,-1,1
2,21,2,0,12,2,1,2,4
3,61,0,0,4,1,1,2,5
2,23,0,0,12,1,2,2,5
1,40,2,3,17,2,1,1,1
3,31,4,0,12,2,1,-1,5
3,35,0,12,12,1,1,0,1
2,69,0,0,11,2,1,1,2
2,68,3,0,9,2,1,0,2
1,79,2,0,12,2,1,-1,3
3,73,4,0,12,1,1,-1,3
2,45,0,16,14,2,1,0,3
2,54,0,0,16,2,1,0,3
1,58,2,21,16,1,1,0,3
1,58,2,21,16,1,1,-1,1
2,67,2,14,16,2,1,0,1
2,64,2,0,15,2,1,-1,3
3,74,4,0,12,2,1,1,1
1,44,0,12,12,2,2,0,5
2,30,0,17,14,1,1,0,5
2,34,3,15,16,2,1,-1,5
3,79,0,1,12,2,1,2,2
2,45,2,17,13,1,1,-1,3
1,78,0,0,12,2,1,0,2
2,47,0,18,12,1,1,0,5
2,50,2,8,12,2,1,0,1
2,38,0,0,11,2,1,0,5
2,31,2,16,12,2,1,-1,1
1,55,0,0,12,2,1,1,1
1,25,0,17,16,1,1,0,1
2,40,2,12,12,1,1,0,3
2,36,2,12,12,2,1,9,4
2,49,2,15,12,2,1,1,3
1,64,2,0,8,1,1,-1,5
1,42,0,20,13,1,1,0,1
3,42,2,7,10,2,1,2,1
2,29,2,14,9,1,1,-1,1
1,19,2,2,11,1,1,0,5
2,26,2,9,13,2,1,-1,1
3,60,3,9,14,1,2,0,3
1,25,0,12,14,2,1,0,5
2,44,2,17,17,1,1,-1,1
1,31,1,3,12,2,1,-1,1
1,53,0,0,12,2,1,0,1
2,38,0,16,12,1,1,0,1
2,60,4,0,7,2,1,0,2
2,48,2,0,12,2,1,1,1
2,34,2,16,18,2,1,-1,1
1,69,2,0,13,2,1,1,2
2,48,2,0,8,2,1,0,1
1,79,0,22,12,2,1,0,1
2,49,1,17,16,2,1,0,5
1,33,0,11,19,1,1,0,1
2,55,1,10,16,2,1,0,1
2,56,3,0,12,2,1,-1,1
2,21,0,10,12,1,1,0,5
1,36,1,16,17,1,1,-1,1
2,65,2,0,14,1,1,-1,1
1,59,0,12,16,1,1,1,1
2,50,2,8,16,2,1,-1,1
2,78,2,0,12,2,2,1,3
2,74,0,0,10,1,2,0,1
2,31,0,14,12,1,2,0,1
2,89,4,0,14,2,2,-1,2
2,75,3,0,14,2,2,-1,4
2,40,0,4,7,2,1,2,3
1,47,1,21,12,1,1,0,1
2,38,3,10,8,1,1,-1,3
3,37,3,10,12,1,1,-1,5
1,49,0,12,7,1,1,2,4
2,39,2,13,12,2,1,-1,3
1,64,0,0,12,2,1,0,1
1,53,4,22,98,2,1,9,1
1,28,0,3,16,2,1,0,1
1,24,0,11,11,1,1,0,1
1,80,1,0,10,2,1,-1,1
1,70,2,0,18,1,1,-1,1
2,37,1,14,12,1,1,-1,1
2,67,0,0,16,2,1,0,1
2,74,2,0,16,2,1,0,2
1,40,2,13,12,2,1,9,3
2,26,0,13,14,1,1,0,5
1,37,0,0,18,2,1,0,1
2,33,0,10,13,2,2,1,4
2,50,1,16,12,2,1,-1,3
1,46,1,15,14,1,1,-1,1
2,60,1,15,13,1,1,0,1
1,29,1,15,16,2,1,-1,5
1,22,0,8,12,2,1,0,1
2,72,3,0,7,1,1,-1,1
2,28,1,15,17,1,2,-1,4
1,29,0,16,16,1,1,0,5
2,46,1,11,14,2,1,1,1
2,25,0,9,13,1,1,1,1
2,47,2,14,16,2,1,0,3
1,78,0,0,11,1,1,1,1
2,73,0,0,16,1,1,2,1
2,36,0,10,8,1,1,0,1
2,77,1,13,11,1,1,-1,2
3,37,2,14,10,1,1,0,1
2,25,2,14,13,2,2,0,5
1,32,2,0,9,2,1,0,1
2,40,2,19,18,1,1,0,1
3,33,2,12,13,2,1,9,3
2,39,2,17,12,2,1,-1,1
1,33,2,10,14,2,3,1,1
2,26,2,14,12,1,1,0,1
2,28,1,13,12,2,1,-1,4
1,29,1,0,15,2,2,-1,5
3,33,2,15,16,1,1,-1,1
2,35,1,15,17,1,1,-1,5
1,74,0,0,13,2,1,1,1
2,75,0,0,11,2,1,9,2
1,49,1,22,15,2,1,-1,1
2,69,0,0,16,1,1,1,1
3,35,2,0,13,2,2,2,4
2,28,0,1,18,1,1,1,1
2,71,1,2,6,2,2,0,2
2,64,3,0,12,2,2,1,3
2,62,3,0,6,2,2,-1,1
2,35,0,15,9,1,2,0,5
2,46,3,22,14,1,1,-1,1
3,58,2,10,18,1,1,-1,2
2,29,2,15,16,1,1,0,4
2,25,3,11,12,1,1,1,1
2,42,0,6,11,1,1,1,1
3,43,4,0,98,2,1,9,5
2,59,2,0,9,2,1,0,1
3,38,2,7,10,2,1,1,4
2,48,2,10,11,2,1,-1,1
1,34,0,4,12,2,1,1,1
2,44,0,98,13,2,1,1,1
1,59,1,0,16,2,1,-1,1
2,23,1,13,14,1,2,-1,1
2,46,2,2,12,2,1,-1,1
1,37,0,12,13,1,2,0,1
2,34,0,16,14,1,1,1,3
2,26,0,13,14,1,1,0,5
2,58,0,11,13,1,1,0,3
1,87,2,0,12,1,1,-1,1
1,69,1,0,18,1,1,-1,1
1,65,0,0,12,1,1,2,1
1,31,2,21,20,1,1,0,3
2,66,2,0,16,2,1,0,1
2,69,1,0,17,2,1,-1,1
2,99,3,0,16,2,1,-1,2
1,53,1,18,18,2,1,-1,1
2,72,0,0,13,1,1,1,1
3,26,2,13,12,1,1,-1,5
2,25,2,12,12,1,1,1,1
2,37,0,13,13,2,1,0,1
2,21,0,9,12,1,1,0,1
2,58,1,11,14,1,1,0,1
2,25,0,11,16,2,1,0,5
1,35,0,0,8,2,1,1,1
2,33,2,14,10,1,1,-1,1
2,24,1,14,15,1,1,-1,5
2,82,2,0,12,1,1,0,1
2,29,3,0,16,1,1,0,1
1,41,2,19,15,2,1,0,1
1,73,0,0,8,2,1,9,1
2,30,2,10,12,1,1,1,1
2,47,2,11,16,1,1,-1,3
1,68,0,0,13,2,1,0,1
2,68,2,0,10,2,1,-1,1
1,39,0,1,12,2,1,0,1
2,56,0,0,10,2,1,1,1
2,37,0,0,12,2,1,1,1
2,68,0,0,12,1,1,2,1
2,66,0,3,13,1,1,0,1
2,78,0,0,12,2,1,2,1
2,59,1,13,12,1,1,0,3
2,22,0,0,12,2,1,1,3
2,33,2,13,14,1,1,-1,5
3,51,4,0,9,1,1,-1,1
2,52,2,15,12,1,1,-1,1
1,21,2,6,15,2,1,-1,1
2,46,2,19,20,2,1,9,3
1,25,2,13,17,1,1,1,1
2,36,0,20,16,1,1,0,1
2,86,3,0,11,2,1,-1,1
2,47,2,13,12,1,1,0,3
2,28,2,9,10,1,1,-1,3
2,28,0,6,12,2,1,0,3
2,40,2,12,12,2,1,9,3
2,28,2,5,10,2,1,-1,3
2,68,3,0,9,2,2,0,2
1,82,2,0,10,2,2,-1,2
2,72,9,99,9,2,2,-1,2
1,32,0,0,12,2,1,1,5
1,64,1,0,16,2,1,0,1
2,74,0,0,5,1,2,0,3
2,35,2,4,15,1,1,-1,5
3,63,0,16,16,2,1,0,1
2,49,0,11,14,2,1,0,5
2,35,2,13,14,1,1,0,5
1,33,2,7,16,2,1,0,5
2,31,3,14,12,1,2,-1,3
2,32,1,8,16,1,1,-1,5
2,42,0,13,19,2,1,0,3
1,40,1,22,15,1,2,-1,3
2,24,2,0,16,2,3,-1,5
2,38,0,10,13,1,2,0,4
1,36,0,2,8,1,1,1,1
2,23,0,5,13,2,1,0,5
2,30,2,9,12,1,1,-1,5
2,29,3,12,12,2,1,-1,5
3,37,3,10,13,2,1,1,5
2,40,2,12,12,1,1,-1,1
2,52,2,12,14,2,1,0,1
2,79,2,0,12,2,1,0,1
1,29,2,14,12,2,1,0,1
3,59,2,13,12,1,1,-1,1
2,28,2,0,18,1,1,1,5
1,35,0,17,18,2,1,0,1
2,32,2,2,9,2,1,1,1
2,23,1,8,16,1,1,-1,5
1,50,1,14,18,2,3,-1,1
2,43,1,16,16,1,1,-1,1
2,39,2,9,13,2,1,-1,1
3,50,3,8,13,2,1,-1,4
1,78,4,0,10,2,1,0,2
2,43,2,10,18,2,1,0,5
2,34,2,15,18,1,1,-1,5
1,57,3,9,11,2,1,1,1
2,63,0,0,12,1,1,1,5
2,48,1,22,14,1,1,-1,5
3,48,0,22,14,2,1,0,3
2,28,0,11,16,1,1,1,5
3,42,3,19,18,2,3,1,3
1,33,1,98,13,2,1,-1,1
1,32,3,13,12,2,1,0,1
2,31,2,16,12,2,1,0,3
1,24,2,8,14,2,1,0,1
2,57,0,21,20,1,1,1,1
1,55,0,10,12,1,1,1,3
2,35,1,12,12,2,1,0,1
2,55,0,0,16,2,1,2,2
1,34,0,15,12,1,1,2,1
1,28,0,6,13,2,1,0,1
2,21,1,15,13,1,1,-1,5
2,73,0,0,8,2,1,1,2
3,32,0,9,17,2,1,2,3
2,58,3,3,12,2,1,-1,3
2,28,0,16,13,1,1,0,5
2,24,0,0,12,2,1,1,1
3,41,3,0,14,2,1,2,5
2,27,2,14,13,1,1,0,1
2,40,1,10,12,1,1,-1,1
2,69,3,0,9,1,1,2,1
1,42,1,19,14,2,1,-1,1
2,36,0,2,12,2,1,2,1
2,20,0,0,12,1,1,1,5
1,34,2,0,12,2,1,-1,3
2,66,0,0,18,1,1,0,1
2,57,2,20,17,1,1,-1,1
3,53,2,20,14,1,1,0,1
3,66,0,9,12,2,1,1,1
1,42,2,19,16,1,1,-1,1
2,60,1,18,13,1,1,-1,1
2,70,2,0,12,2,1,-1,3
2,48,1,15,16,2,1,0,3
3,45,3,0,12,1,1,2,3
2,41,1,9,16,1,1,-1,1
1,57,4,0,14,2,1,1,2
1,21,1,0,12,1,1,1,5
2,34,0,14,14,1,1,1,1
3,39,0,0,11,1,1,2,3
1,30,1,15,17,1,1,0,1
2,22,2,1,12,2,1,0,5
1,40,0,11,14,2,1,0,1
2,74,3,0,2,1,1,-1,2
2,36,0,10,13,2,1,0,1
1,19,0,1,11,2,1,0,5
3,63,4,0,12,2,1,-1,3
1,38,1,16,12,1,1,0,5
3,29,2,14,12,2,1,-1,5
2,43,0,14,16,1,1,0,1
1,28,4,6,15,2,1,-1,1
1,74,2,0,8,1,1,0,1
2,61,2,0,11,2,1,0,1
1,89,0,0,9,2,1,2,2
3,68,1,0,12,2,1,1,2
2,60,0,0,11,2,1,1,1
2,24,0,11,15,1,1,0,1
3,43,3,1,8,1,1,-1,2
3,73,3,0,12,1,1,-1,1
2,71,3,0,8,1,1,-1,1
2,36,2,11,9,1,1,-1,3
1,46,2,16,12,2,1,0,3
1,36,0,16,10,1,1,0,1
2,71,0,0,10,2,1,0,2
2,46,0,10,13,2,1,0,3
2,27,0,0,12,2,1,0,1
2,50,3,19,13,1,1,0,1
2,67,0,0,7,2,1,0,1
2,88,3,0,7,2,1,1,2
2,76,2,0,12,2,1,-1,2
2,24,0,11,16,1,1,0,5
2,26,2,4,17,1,1,-1,5
2,24,2,13,16,2,1,-1,5
2,38,2,0,14,2,3,-1,1
1,42,0,5,15,2,3,0,1
2,65,0,0,12,2,1,1,2
2,32,2,0,18,2,3,-1,1
1,28,4,0,12,2,2,-1,1
2,45,0,10,12,2,1,0,1
1,29,2,12,12,2,1,-1,3
2,37,0,10,15,2,1,0,3
2,44,4,0,16,2,1,1,5
1,37,2,3,17,2,1,-1,1
1,26,1,10,19,2,1,0,5
3,46,3,14,12,1,1,0,3
2,18,1,0,11,1,1,0,5
2,29,1,8,13,1,1,0,1
2,19,3,0,12,1,1,1,5
2,21,3,4,13,2,1,-1,1
1,19,0,0,11,1,3,1,5
1,27,2,0,9,2,1,9,3
1,29,2,8,12,1,1,0,5
2,73,0,0,8,2,1,0,2
3,39,0,16,16,1,1,1,3
1,72,0,0,8,1,1,1,1
1,49,2,0,14,2,1,0,1
2,43,3,0,12,2,1,-1,1
2,31,0,16,15,1,1,1,1
2,31,1,9,13,2,1,-1,3
1,55,2,18,16,1,1,-1,1
2,28,0,12,12,1,1,0,3
1,73,2,0,12,2,1,1,1
2,22,3,9,12,1,1,-1,5
1,30,0,12,14,2,1,0,3
3,46,0,0,12,2,1,2,3
1,25,0,5,15,1,1,1,5
2,19,2,4,12,1,1,0,5
1,62,1,18,18,2,1,1,2
2,47,0,16,12,1,1,0,1
3,51,2,7,12,2,2,2,2
2,38,2,17,14,2,2,-1,3
2,68,0,0,6,2,2,1,2
2,58,3,0,12,2,2,-1,4
1,62,1,0,9,2,2,0,2
3,50,0,5,10,2,1,2,3
1,35,1,3,12,2,1,0,1
2,66,1,0,8,1,1,-1,3
2,54,2,0,12,2,1,0,1
1,40,0,7,12,2,1,1,1
2,38,2,12,10,1,1,-1,3
2,68,3,0,12,2,1,0,2
1,47,2,17,14,2,1,-1,3
2,36,2,17,18,2,1,-1,5
3,65,0,2,8,2,1,1,2
1,68,0,9,12,2,1,0,1
2,54,3,16,11,1,1,0,1
2,62,2,10,8,1,1,-1,1
1,62,2,12,7,1,1,0,1
2,20,0,8,12,1,2,2,5
2,63,1,9,13,2,1,-1,3
1,64,3,2,8,1,1,-1,1
3,28,3,0,12,2,1,-1,3
2,33,0,9,9,1,1,0,1
1,76,3,98,7,1,1,0,1
1,38,3,0,8,2,1,-1,2
1,70,0,3,8,1,1,0,1
2,39,1,10,12,1,1,0,1
1,20,0,2,12,2,1,1,5
3,37,4,1,12,2,1,9,4
2,33,3,0,8,2,1,-1,1
1,72,0,98,8,2,1,1,2
1,66,0,6,7,2,1,2,1
2,60,4,0,10,2,2,-1,2
2,55,1,0,13,2,1,1,1
1,54,1,18,16,2,1,0,1
2,30,3,5,11,1,2,1,5
1,49,1,16,12,1,1,-1,1
1,44,1,18,18,1,2,0,1
1,51,0,9,6,1,2,9,3
2,21,2,0,12,2,2,1,5
2,35,3,0,13,2,2,1,5
2,22,1,0,11,2,1,-1,3
2,60,3,11,12,1,1,-1,1
2,36,0,0,10,2,2,0,1
1,30,0,8,11,2,1,0,1
1,52,2,4,8,1,2,0,1
2,41,1,19,12,1,2,1,1
1,39,2,0,12,2,2,-1,1
2,30,2,14,12,2,1,0,3
2,31,0,11,14,2,1,2,1
1,61,1,19,12,1,1,-1,1
2,42,3,10,12,2,1,-1,1
1,53,0,0,12,2,1,0,1
2,23,1,6,16,2,1,-1,5
2,23,1,8,15,1,1,-1,5
2,37,3,18,16,1,1,0,1
1,47,2,16,12,1,1,0,1
1,40,0,12,16,2,1,0,1
2,69,0,0,12,2,1,0,1
2,75,3,5,8,1,1,-1,5
2,69,0,0,12,2,1,0,3
2,82,4,0,0,1,2,1,5
1,26,1,10,17,2,1,-1,1
2,33,0,6,12,2,1,3,3
3,22,0,0,8,2,1,3,1
2,29,0,8,13,1,2,1,5
2,42,1,98,11,2,1,0,1
2,44,2,9,12,2,1,1,3
3,38,3,0,12,2,1,1,1
1,37,4,99,10,1,1,-1,5
2,26,1,12,12,1,1,-1,1
1,66,2,0,12,1,1,9,1
1,82,4,0,16,2,1,0,2
2,30,2,0,12,2,2,-1,3
3,61,4,0,5,2,1,2,4
1,50,1,15,12,1,1,-1,5
3,67,2,0,8,1,1,-1,3
1,82,0,0,6,1,1,0,1
2,23,2,0,15,2,1,1,5
2,47,0,14,12,2,1,0,1
2,58,2,18,18,1,1,-1,1
2,21,1,0,11,2,1,1,5
1,29,0,4,13,2,1,1,1
2,19,0,0,11,1,1,0,5
3,65,4,0,12,2,1,1,2
2,23,0,0,16,2,1,0,5
1,55,2,10,13,2,1,0,1
1,62,2,0,11,2,1,-1,2
2,25,1,13,17,2,1,9,3
2,69,0,0,13,1,3,1,2
1,71,1,0,17,2,1,0,2
2,86,0,0,12,1,1,1,1
1,33,1,14,17,1,1,0,1
1,41,2,17,14,2,1,-1,3
1,28,1,0,12,1,1,-1,1
2,76,2,0,12,1,1,-1,1
1,19,2,0,11,1,1,0,5
1,70,2,0,13,1,1,-1,1
2,46,0,4,14,2,1,1,1
1,24,0,99,16,1,1,0,5
1,86,0,0,12,2,1,2,2
3,23,3,1,10,2,1,-1,1
2,24,0,0,12,2,1,0,5
1,38,0,13,15,2,1,0,1
2,31,1,0,17,2,1,0,1
2,48,2,15,12,2,1,0,1
1,29,0,0,13,2,1,0,1
2,47,0,15,12,2,1,9,3
1,28,2,18,17,1,1,-1,1
2,28,1,16,16,1,2,0,1
1,53,1,18,20,1,1,-1,5
1,35,2,18,17,1,1,0,1
2,25,1,14,16,1,1,0,1
1,30,0,0,18,2,1,0,1
